N,P,K,temperature,humidity,ph,rainfall,NPK_sum,NP_ratio,NK_ratio,PK_ratio,temp_humidity_interaction,rainfall_humidity_ratio,ph_acidity_level
-1.3706237471932505,-1.0725167609470054,-0.6745104493690427,0.8246739637333648,0.9227468728920092,0.9773303814063012,0.20087665301498395,-1.5029012353745497,-0.6613409940901361,-1.1117499472094357,-0.3190670288702227,1.2689411802951485,-0.37579450254335617,0.7167457347039516
-1.1265233469807392,2.082025402630252,3.0187071676244646,0.7881472943315511,0.42437914414680805,-1.1932409053011728,-0.6454249908306329,2.2528865267758347,-0.6326638857896008,-1.0819001790075988,-0.8877021156386663,0.7743081173065378,-0.6785611743739988,-0.8322136133792446
-1.0722788136001813,0.535086457029866,-0.4770121810806199,-0.8886799217993122,-2.1915959605189324,-1.1450902054409897,0.6973063730648963,-0.5764735873774549,-0.6011145792032364,-0.8062044144654583,1.0822018164596887,-1.9697981335769141,3.3781760230973332,-0.8322136133792446
-0.3399776129626475,-0.4658740371821483,-0.5955111420536736,0.13766008104262142,-0.4625117884965752,-0.23388013289917756,-1.2357132865067275,-0.7267050978634703,-0.2726068663930461,0.29561127497371614,0.3724250620409935,-0.3502197102712698,-0.8720142018231715,-0.8322136133792446
-0.8824229467682281,-1.2545095780764626,-0.7930094103420964,-2.585715748337337,0.9141839053136621,-0.3506157047645563,0.29171992993376566,-1.427785480131542,-0.07823983579149611,0.3882007249014779,-0.13954511833882896,-1.000879573949317,-0.3330830625058024,-0.8322136133792446
1.3416029218346521,-0.22321694767620542,-0.5955111420536736,-0.28409009981025674,0.20515811764598332,-0.051562307342003136,-0.6268675178392766,0.14964537997161934,0.183733200423328,2.5918322164304377,0.7447669479407782,-0.021506618137876743,-0.6279148397402082,-0.8322136133792446
0.8805243880999087,0.7777435465358089,0.13523245061349093,-0.09320622835987663,0.5334901073601405,-1.200214913178426,-0.0866778917265322,0.8131678846181872,-0.252924120172177,-0.10572231825079417,-0.19285757430622863,0.346712070681851,-0.4207465115775286,-0.8322136133792446
-1.2078901470515764,-1.2241774418882199,-0.7732595835132542,1.7661225923828645,0.8577674286151056,1.7443713568712282,0.2722845909008191,-1.5529784055365548,-0.48192525192506913,-0.6673201122631959,-0.18608783403707202,1.8230433104628643,-0.32836708112305063,2.265705082787148
-0.39422214634320557,2.4156789007009234,2.9594576871379377,-0.019379603687954786,0.5621050735481882,-0.3206723471059039,-0.6251832965202033,2.6910617656933793,-0.55611972446496,-0.9905417975505073,-0.8334548809175779,0.41444923818905205,-0.6917188969801111,-0.8322136133792446
-1.3163792138126924,0.7777435465358089,-0.6547606225402004,-0.8101393557324403,-0.2699227943417152,1.3713549053510816,-1.2354022080642824,-0.7016665127824677,-0.6514996236342817,-1.0228639762697005,3.0160524029044544,-0.6367953208240577,-0.9005737712194795,2.265705082787148
-0.5298334797946007,-0.8601918076293055,-0.7140101030267273,-1.5017938707162974,0.8343131521869531,0.723508757802642,0.15273376400577188,-1.0522067039165035,-0.1793106823419487,0.6104157110451734,0.34915364569024493,-0.3280393447924631,-0.37738285346777556,0.7167457347039516
-0.801056146697391,-0.07155626673499112,-0.6547606225402004,0.7439606545225029,0.7960630895332692,0.2763863579615787,-1.0062530412473807,-0.8143401456469792,-0.50127399925879,-0.17844725234221678,1.4522164995013116,1.09663843000084,-0.9039464282178991,0.7167457347039516
1.8026814555693957,-0.6478668543116054,-0.27951391279219706,0.13009728176947616,-0.8697375093131053,0.38197262972212853,0.4338344117571647,0.38751193824114366,0.7599681532893109,1.1822924764789304,-0.6077101758164156,-0.6948390034368769,0.5241410976201043,0.7167457347039516
-1.1807678803612973,0.2924293675239232,-0.4770121810806199,-1.2028318778117848,-0.31575065677382047,0.4613475304943879,-0.9196163001953193,-0.7267050978634703,-0.6181483127838525,-0.9173118809178138,0.8029453981562887,-0.8510876652411106,-0.6921811030492274,0.7167457347039516
1.205991588383257,-0.49620617337039113,-0.25976408596335476,0.3366897110797012,-0.1372809067409843,-0.16203513503378897,1.6252426699802618,0.1872032575931232,0.3367601438816944,0.6977145301385764,-0.5105571006230839,0.021098845256496454,0.8044908327491285,-0.8322136133792446
1.097502521622141,-0.9815203523822769,-0.43751252742293534,0.14227770288087407,-0.6343354567249643,1.0480027212620462,1.6111131899146502,-0.17585622608141394,1.0231735233782737,1.221506855768414,-0.719539111002119,-0.49251271171984423,1.2022380949095817,0.7167457347039516
1.6670701221180004,1.020400636041752,-0.0030163371884050667,0.3136524722237329,0.26606258093870483,-0.35849110171263304,-0.0720218891143849,1.1887466608332256,-0.16090164986740704,0.4437546155298833,0.12225791017626764,0.35963428283258475,-0.34447535686628566,-0.8322136133792446
-0.82817841338767,-0.40520976480566256,-0.6547606225402004,0.785330780514044,0.746008116128074,0.966070118066965,-1.0657184049163555,-0.9645716561329947,-0.466973929985845,-0.22289023781208447,0.8378523945929339,1.0760696367597682,-0.9266160855266177,0.7167457347039516
0.9347689214804668,-1.3455059866411911,0.09573279695580636,0.5139573483389172,0.961436833047384,-0.03039147461437813,-1.3625616215970926,-0.06318259321690242,3.01003656728897,-0.04260260414174576,-1.2539361890755776,1.0972646437498914,-1.0781889455413627,-0.8322136133792446
-0.5569557464848798,2.082025402630252,2.9397078603090954,-0.8414893715206544,0.9548048983646422,-1.1893299131788144,0.04980005293345624,2.4657144999643563,-0.5657506330883517,-1.0102304310002455,-0.8773773079683491,0.18354998885379561,-0.4501332739377564,-0.8322136133792446
-0.9909120135293442,2.051693266442009,3.0582068212821487,-2.956842717090016,0.5515037850787868,-0.41339043037330453,-0.5285739865437056,2.328002282018842,-0.6163634909000568,-1.0657744421606747,-0.8968388784040313,-1.371036813668065,-0.6424382503581367,-0.8322136133792446
1.043257988241583,-1.2848417142647055,-0.02276616401724735,0.8277796823645444,1.0416876837136793,-0.18922466226886253,-1.3793700873452808,-0.06318259321690242,2.483871290481225,0.15062001652096726,-1.200125236580514,1.384018869896396,-1.0899055267752793,-0.8322136133792446
1.097502521622141,0.9294042274770232,0.07598297012696408,0.7009625507597055,0.32508655083252347,-0.10583341778703717,0.25785306451457496,0.9383608100232,-0.24021234968272565,0.05487847671465038,-0.04287929999587764,0.631030379753526,-0.18790865360504522,-0.8322136133792446
-0.2586108128918104,0.26209723133568036,-0.6547606225402004,0.7477557320006234,-0.3293875489943584,1.1774401865364446,-0.6969536658900466,-0.42624207689143956,-0.4042748747685517,0.7104124570551342,2.066580604409689,0.04418853255065233,-0.5462226687462911,0.7167457347039516
